rank,hub,addr,grid80,id_name,family,roles,folder,delta,map_start,uniq_u16,usefulness,same_9979,call_site,axis_x,axis_y,fam_label,family_id_re,notes
185,2d,0x19A544,0xA019A544,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1C4,0x19A380,9,200,1,0x8011227E,0xA01B698C,0xA01A64C4,fam_unkX_D0001F5E_19A544,fam_0018,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0x1C4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=465c184304fe uniq_u16=9
186,2d,0x19A554,0xA019A554,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1D4,0x19A380,11,200,1,0x801122D0,0xA01B1750,0xA01A64D4,fam_unkX_D0001F5E_19A554,fam_0073,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0x1D4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=99775277e5b6 uniq_u16=11
187,H,0x195B58,0xA0195B58,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1D8,0x195980,19,200,1,0x80097DA2,,,H_fam_unkX_unkY_195B58,H_fam_0032,medium: pointe DANS soi_base_int_trq2A @0x195980 +0x1D8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=d4112b6641e5 uniq_u16=19
188,H,0x192B5A,0xA0192B5A,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1DA,0x192980,21,200,1,0x80097D8C,,,H_fam_unkX_unkY_192B5A,H_fam_0031,medium: pointe DANS soi_base_int_trq2A @0x192980 +0x1DA (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=a4e74330f895 uniq_u16=21
189,2d,0x199760,0xA0199760,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1E0,0x199580,10,200,1,0x801121FE,0xA01BFAD0,,fam_unkX_unkY_199760,fam_0103,medium: pointe DANS soi_base_int_trq2A @0x199580 +0x1E0 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=048f0714797c uniq_u16=10
190,2d,0x19A564,0xA019A564,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1E4,0x19A380,10,200,1,0x800F03F6,0xA01B3760,0xA01A27BC,fam_unkX_unkY_19A564,fam_0078,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0x1E4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=49e9116c0d91 uniq_u16=10
191,B,0x191B68,0xA0191B68,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1E8,0x191980,25,200,1,0x80093098,0xA01A3B74,,B_fam_D0002BEC_unkY_191B68,B_fam_0010,medium: pointe DANS soi_base_int_trq2A @0x191980 +0x1E8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=6b28b24d4eb7 uniq_u16=25
192,H,0x18DB6C,0xA018DB6C,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1EC,0x18D980,9,200,1,0x80097E46,,,H_fam_unkX_unkY_18DB6C,H_fam_0038,medium: pointe DANS soi_base_int_trq2A @0x18D980 +0x1EC (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=ca4f14b6197f uniq_u16=9
193,H,0x191B74,0xA0191B74,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1F4,0x191980,24,200,1,0x80097D7C,,,H_fam_unkX_unkY_191B74,H_fam_0030,medium: pointe DANS soi_base_int_trq2A @0x191980 +0x1F4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=44fc7017af14 uniq_u16=24
194,2d,0x199B74,0xA0199B74,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1F4,0x199980,7,200,1,0x800953F0,,,fam_unkX_D0002C10_199B74,fam_0121,medium: pointe DANS soi_base_int_trq2A @0x199980 +0x1F4 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=adfd43c9e696 uniq_u16=7
195,2d,0x19A578,0xA019A578,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1F8,0x19A380,11,200,1,0x801032F2,0xA01B777C,0xA01A7768,fam_unkX_unkY_19A578,fam_0089,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0x1F8 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=5df67fd1c63a uniq_u16=11
196,H,0x195B7E,0xA0195B7E,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x1FE,0x195980,7,200,1,0x80097DB0,,,H_fam_unkX_unkY_195B7E,H_fam_0033,medium: pointe DANS soi_base_int_trq2A @0x195980 +0x1FE (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=4579f731d466 uniq_u16=7
